
Project:     span1
Program:     Waypoint ToolBox BETA Version 1.00.2506
Profile:     Extended Geographic (TOW)
Source:      GPS Epochs(Forward)

Datum:       WGS84
Remote:      Antenna height 0.000 m, to L1-PC (Generic)
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

      GPSTime Week         Latitude        Longitude        H-Ell      SDHoriz     SDHeight     VEast    VNorth       VUp Sol       Roll      Pitch    Heading
        (sec) week       (+/-D M S)       (+/-D M S)          (m)          (m)          (m)     (m/s)     (m/s)     (m/s)          (Deg)      (Deg)      (Deg)
 34760.650000 2047   22 18 27.26244  114 11 05.07799        2.052        0.000        0.000     0.911     1.238     0.022 3     -3.61600    0.77160   35.26110
 34760.750000 2047   22 18 27.26669  114 11 05.08145        2.052        0.000        0.000     1.010     1.358     0.012 3     -3.59570    0.73030   35.21080
 34760.850000 2047   22 18 27.27134  114 11 05.08522        2.051        0.000        0.000     1.088     1.476     0.003 3     -3.58160    0.71350   35.17220
 34760.950000 2047   22 18 27.27635  114 11 05.08924        2.051        0.000        0.000     1.155     1.585     0.011 3     -3.57690    0.73650   35.13270
 34761.050000 2047   22 18 27.28174  114 11 05.09349        2.051        0.000        0.000     1.209     1.697     0.019 3     -3.64540    0.78300   35.09330
 34761.150000 2047   22 18 27.28752  114 11 05.09805        2.050        0.000        0.000     1.288     1.803     0.000 3     -3.71590    0.82370   35.03920
 34761.250000 2047   22 18 27.29361  114 11 05.10291        2.049        0.000        0.000     1.380     1.888     0.009 3     -3.74090    0.80910   34.99090
 34761.350000 2047   22 18 27.29996  114 11 05.10802        2.048        0.000        0.000     1.437     1.954     0.003 3     -3.75510    0.82990   34.96630
 34761.450000 2047   22 18 27.30655  114 11 05.11337        2.048        0.000        0.000     1.518     2.047     0.020 3     -3.69850    0.86800   34.95530
 34761.550000 2047   22 18 27.31343  114 11 05.11897        2.049        0.000        0.000     1.572     2.123     0.024 3     -3.64830    0.80520   34.91000
 34761.650000 2047   22 18 27.32053  114 11 05.12472        2.049        0.000        0.000     1.625     2.179     0.006 3     -3.61070    0.82450   34.86070
 34761.750000 2047   22 18 27.32782  114 11 05.13069        2.047        0.000        0.000     1.665     2.248    -0.002 3     -3.49960    0.88660   34.81240
 34761.850000 2047   22 18 27.33533  114 11 05.13681        2.045        0.000        0.000     1.721     2.317    -0.004 3     -3.39050    0.98750   34.76260
 34761.950000 2047   22 18 27.34313  114 11 05.14305        2.046        0.000        0.000     1.747     2.436     0.038 3     -3.39330    1.07280   34.72300
 34762.050000 2047   22 18 27.35126  114 11 05.14947        2.049        0.000        0.000     1.818     2.520     0.048 3     -3.41990    1.00810   34.68460
 34762.150000 2047   22 18 27.35962  114 11 05.15614        2.051        0.000        0.000     1.877     2.550     0.007 3     -3.35700    0.98730   34.63040
 34762.250000 2047   22 18 27.36817  114 11 05.16301        2.051        0.000        0.000     1.923     2.624     0.026 3     -3.29760    1.02210   34.53380
 34762.350000 2047   22 18 27.37696  114 11 05.17001        2.051        0.000        0.000     1.937     2.718     0.019 3     -3.22950    1.07640   34.42850
 34762.450000 2047   22 18 27.38610  114 11 05.17706        2.053        0.000        0.000     1.973     2.806     0.018 3     -3.33860    1.07450   34.32200
 34762.550000 2047   22 18 27.39545  114 11 05.18430        2.054        0.000        0.000     2.033     2.874     0.047 3     -3.34610    1.09410   34.20370
 34762.650000 2047   22 18 27.40501  114 11 05.19168        2.057        0.000        0.000     2.076     2.929     0.058 3     -3.40930    1.08250   34.09150
 34762.750000 2047   22 18 27.41478  114 11 05.19920        2.061        0.000        0.000     2.087     2.970     0.038 3     -3.42280    1.07660   34.00890
 34762.850000 2047   22 18 27.42467  114 11 05.20686        2.063        0.000        0.000     2.156     3.025     0.031 3     -3.38460    1.15290   33.88200
 34762.950000 2047   22 18 27.43477  114 11 05.21469        2.064        0.000        0.000     2.193     3.100     0.020 3     -3.33620    1.20820   33.73660
 34763.050000 2047   22 18 27.44511  114 11 05.22263        2.066        0.000        0.000     2.226     3.190     0.049 3     -3.28700    1.14430   33.63600
 34763.150000 2047   22 18 27.45560  114 11 05.23037        2.070        0.000        0.000     2.197     3.248     0.035 3     -3.40000    1.10570   33.53830
 34763.250000 2047   22 18 27.46627  114 11 05.23817        2.074        0.000        0.000     2.252     3.303     0.050 3     -3.51330    1.08380   33.44420
 34763.350000 2047   22 18 27.47710  114 11 05.24612        2.078        0.000        0.000     2.282     3.332     0.029 3     -3.59650    0.97830   33.36280
 34763.450000 2047   22 18 27.48800  114 11 05.25416        2.085        0.000        0.000     2.301     3.341     0.091 3     -3.61180    0.91130   33.28630
 34763.550000 2047   22 18 27.49892  114 11 05.26225        2.091        0.000        0.000     2.321     3.370     0.054 3     -3.59730    0.98640   33.17440
 34763.650000 2047   22 18 27.50996  114 11 05.27040        2.095        0.000        0.000     2.317     3.407     0.022 3     -3.59250    1.01980   33.08340
 34763.750000 2047   22 18 27.52117  114 11 05.27855        2.097        0.000        0.000     2.326     3.458     0.038 3     -3.67660    1.07300   32.99130
 34763.850000 2047   22 18 27.53250  114 11 05.28677        2.102        0.000        0.000     2.346     3.458     0.029 3     -3.71550    1.04590   32.89320
 34763.950000 2047   22 18 27.54388  114 11 05.29504        2.105        0.000        0.000     2.382     3.492     0.061 3     -3.78520    1.10100   32.81470
 34764.050000 2047   22 18 27.55530  114 11 05.30349        2.112        0.000        0.000     2.409     3.530     0.080 3     -3.60720    1.08250   32.72290
 34764.150000 2047   22 18 27.56682  114 11 05.31193        2.119        0.000        0.000     2.418     3.543     0.074 3     -3.55890    1.09040   32.65410
 34764.250000 2047   22 18 27.57840  114 11 05.32039        2.124        0.000        0.000     2.417     3.592     0.025 3     -3.47540    1.17000   32.60720
 34764.350000 2047   22 18 27.59013  114 11 05.32879        2.127        0.000        0.000     2.404     3.635     0.038 3     -3.55590    1.21310   32.54980
 34764.450000 2047   22 18 27.60202  114 11 05.33735        2.133        0.000        0.000     2.473     3.669     0.070 3     -3.56340    1.06740   32.46730
 34764.550000 2047   22 18 27.61398  114 11 05.34600        2.138        0.000        0.000     2.481     3.681     0.047 3     -3.52790    0.92630   32.39340
 34764.650000 2047   22 18 27.62598  114 11 05.35476        2.143        0.000        0.000     2.475     3.709     0.037 3     -3.35170    0.81010   32.37070
 34764.750000 2047   22 18 27.63810  114 11 05.36351        2.148        0.000        0.000     2.494     3.733     0.055 3     -3.33380    0.71670   32.29980
 34764.850000 2047   22 18 27.65030  114 11 05.37227        2.154        0.000        0.000     2.487     3.767     0.063 3     -3.28510    0.69660   32.21640
 34764.950000 2047   22 18 27.66273  114 11 05.38101        2.157        0.000        0.000     2.500     3.822     0.014 3     -3.41250    0.59480   32.16840
 34765.050000 2047   22 18 27.67525  114 11 05.38982        2.157        0.000        0.000     2.516     3.850    -0.002 3     -3.47680    0.56490   32.10180
 34765.150000 2047   22 18 27.68788  114 11 05.39873        2.156        0.000        0.000     2.559     3.880    -0.009 3     -3.52130    0.53700   31.99070
 34765.250000 2047   22 18 27.70069  114 11 05.40773        2.157        0.000        0.000     2.568     3.951     0.034 3     -3.56510    0.36370   31.92090
 34765.350000 2047   22 18 27.71358  114 11 05.41666        2.161        0.000        0.000     2.534     3.940     0.042 3     -3.69730    0.17160   31.86490
 34765.450000 2047   22 18 27.72633  114 11 05.42552        2.164        0.000        0.000     2.515     3.881     0.002 3     -3.74440    0.21680   31.78740
 34765.550000 2047   22 18 27.73899  114 11 05.43440        2.163        0.000        0.000     2.539     3.888    -0.004 3     -3.73590    0.33690   31.66960
 34765.650000 2047   22 18 27.75167  114 11 05.44328        2.162        0.000        0.000     2.531     3.873    -0.013 3     -3.68450    0.31980   31.60580
 34765.750000 2047   22 18 27.76430  114 11 05.45206        2.161        0.000        0.000     2.486     3.854    -0.025 3     -3.70590    0.42310   31.53450
 34765.850000 2047   22 18 27.77688  114 11 05.46074        2.160        0.000        0.000     2.458     3.866     0.009 3     -3.73380    0.53130   31.47370
 34765.950000 2047   22 18 27.78950  114 11 05.46934        2.164        0.000        0.000     2.460     3.857     0.048 3     -3.81870    0.48640   31.39040
 34766.050000 2047   22 18 27.80197  114 11 05.47791        2.168        0.000        0.000     2.440     3.799     0.032 3     -3.81940    0.48690   31.27550
 34766.150000 2047   22 18 27.81425  114 11 05.48643        2.169        0.000        0.000     2.432     3.757    -0.012 3     -3.72210    0.66440   31.16780
 34766.250000 2047   22 18 27.82651  114 11 05.49491        2.169        0.000        0.000     2.405     3.777     0.025 3     -3.65390    0.74930   31.02120
 34766.350000 2047   22 18 27.83877  114 11 05.50332        2.173        0.000        0.000     2.386     3.758     0.054 3     -3.54520    0.72270   30.83070
 34766.450000 2047   22 18 27.85102  114 11 05.51158        2.176        0.000        0.000     2.324     3.761     0.001 3     -3.50020    0.70260   30.62610
 34766.550000 2047   22 18 27.86329  114 11 05.51964        2.179        0.000        0.000     2.275     3.786     0.054 3     -3.57400    0.64960   30.41330
 34766.650000 2047   22 18 27.87553  114 11 05.52762        2.182        0.000        0.000     2.257     3.745     0.012 3     -3.62350    0.59060   30.14680
 34766.750000 2047   22 18 27.88774  114 11 05.53545        2.185        0.000        0.000     2.214     3.717     0.036 3     -3.73360    0.49460   29.86140
 34766.850000 2047   22 18 27.89986  114 11 05.54320        2.185        0.000        0.000     2.204     3.698    -0.022 3     -3.72000    0.52370   29.62120
 34766.950000 2047   22 18 27.91197  114 11 05.55092        2.188        0.000        0.000     2.190     3.720     0.032 3     -3.73800    0.42770   29.34440
 34767.050000 2047   22 18 27.92406  114 11 05.55856        2.189        0.000        0.000     2.170     3.696     0.005 3     -3.71900    0.30790   29.08430
 34767.150000 2047   22 18 27.93613  114 11 05.56604        2.189        0.000        0.000     2.116     3.672    -0.007 3     -3.69640    0.29320   28.78390
 34767.250000 2047   22 18 27.94814  114 11 05.57347        2.189        0.000        0.000     2.107     3.690     0.006 3     -3.55880    0.33970   28.43070
 34767.350000 2047   22 18 27.96024  114 11 05.58073        2.189        0.000        0.000     2.084     3.719     0.007 3     -3.56740    0.40390   28.01810
 34767.450000 2047   22 18 27.97247  114 11 05.58797        2.190        0.000        0.000     2.051     3.766     0.005 3     -3.46460    0.39970   27.58580
 34767.550000 2047   22 18 27.98479  114 11 05.59510        2.188        0.000        0.000     2.026     3.783    -0.031 3     -3.42340    0.41310   27.04790
 34767.650000 2047   22 18 27.99717  114 11 05.60215        2.186        0.000        0.000     1.996     3.823    -0.014 3     -3.25460    0.45810   26.40420
 34767.750000 2047   22 18 28.00974  114 11 05.60909        2.185        0.000        0.000     1.957     3.862     0.003 3     -3.09280    0.41320   25.68010
 34767.850000 2047   22 18 28.02245  114 11 05.61589        2.187        0.000        0.000     1.903     3.928     0.023 3     -2.86810    0.35870   24.85980
 34767.950000 2047   22 18 28.03532  114 11 05.62244        2.187        0.000        0.000     1.834     3.968    -0.004 3     -2.69670    0.32860   23.90520
 34768.050000 2047   22 18 28.04835  114 11 05.62858        2.186        0.000        0.000     1.703     4.025    -0.031 3     -2.71250    0.42730   22.87190
 34768.150000 2047   22 18 28.06158  114 11 05.63442        2.184        0.000        0.000     1.652     4.099    -0.009 3     -2.73540    0.54020   21.79470
 34768.250000 2047   22 18 28.07504  114 11 05.64026        2.182        0.000        0.000     1.621     4.157    -0.052 3     -2.56750    0.43260   20.66830
 34768.350000 2047   22 18 28.08872  114 11 05.64582        2.179        0.000        0.000     1.522     4.213     0.015 3     -2.49510    0.29440   19.59990
 34768.450000 2047   22 18 28.10254  114 11 05.65096        2.178        0.000        0.000     1.403     4.247    -0.031 3     -2.57830    0.30300   18.53580
 34768.550000 2047   22 18 28.11651  114 11 05.65567        2.179        0.000        0.000     1.274     4.325     0.051 3     -2.85880    0.41330   17.51970
 34768.650000 2047   22 18 28.13068  114 11 05.66019        2.181        0.000        0.000     1.296     4.343    -0.008 3     -3.07910    0.40290   16.66460
 34768.750000 2047   22 18 28.14481  114 11 05.66484        2.179        0.000        0.000     1.349     4.312    -0.045 3     -2.94050    0.53860   15.73160
 34768.850000 2047   22 18 28.15883  114 11 05.66948        2.176        0.000        0.000     1.278     4.316    -0.017 3     -2.52930    0.86450   14.58290
 34768.950000 2047   22 18 28.17288  114 11 05.67372        2.178        0.000        0.000     1.112     4.333     0.067 3     -2.08900    1.29410   13.35280
 34769.050000 2047   22 18 28.18710  114 11 05.67722        2.188        0.000        0.000     0.871     4.401     0.121 3     -2.14000    1.66420   12.00140
 34769.150000 2047   22 18 28.20161  114 11 05.68020        2.196        0.000        0.000     0.701     4.390     0.037 3     -2.37310    1.97840   10.61180
 34769.250000 2047   22 18 28.21612  114 11 05.68275        2.200        0.000        0.000     0.661     4.391     0.055 3     -2.68720    2.35360    9.19660
 34769.350000 2047   22 18 28.23068  114 11 05.68511        2.202        0.000        0.000     0.561     4.431     0.035 3     -2.79020    2.62270    7.74510
 34769.450000 2047   22 18 28.24533  114 11 05.68737        2.214        0.000        0.000     0.549     4.494     0.182 3     -2.51870    2.58790    6.23990
 34769.550000 2047   22 18 28.26018  114 11 05.68941        2.233        0.000        0.000     0.479     4.516     0.177 3     -2.13840    2.12960    4.56580
 34769.650000 2047   22 18 28.27501  114 11 05.69090        2.250        0.000        0.000     0.264     4.466     0.154 3     -1.72280    1.69700    2.73480
 34769.750000 2047   22 18 28.28969  114 11 05.69159        2.264        0.000        0.000     0.007     4.427     0.121 3     -1.40670    1.33530    0.67880
 34769.850000 2047   22 18 28.30413  114 11 05.69144        2.273        0.000        0.000    -0.225     4.342     0.087 3     -1.29370    1.15880  358.35620
 34769.950000 2047   22 18 28.31834  114 11 05.69041        2.284        0.000        0.000    -0.475     4.276     0.116 3     -1.31710    1.02330  355.83320
 34770.050000 2047   22 18 28.33224  114 11 05.68853        2.293        0.000        0.000    -0.720     4.129     0.056 3     -1.51900    1.03960  353.19730
 34770.150000 2047   22 18 28.34582  114 11 05.68596        2.297        0.000        0.000    -0.820     4.116     0.035 3     -1.51440    1.24810  350.52430
 34770.250000 2047   22 18 28.35930  114 11 05.68291        2.295        0.000        0.000    -1.020     4.056    -0.064 3     -1.48240    1.35750  347.83260
 34770.350000 2047   22 18 28.37264  114 11 05.67916        2.293        0.000        0.000    -1.183     4.058     0.011 3     -1.39640    1.43050  345.23410
 34770.450000 2047   22 18 28.38593  114 11 05.67472        2.296        0.000        0.000    -1.395     4.029     0.074 3     -1.37330    1.31200  342.57790
 34770.550000 2047   22 18 28.39905  114 11 05.66963        2.303        0.000        0.000    -1.563     3.961     0.059 3     -1.29600    1.13800  339.97450
 34770.650000 2047   22 18 28.41198  114 11 05.66391        2.311        0.000        0.000    -1.754     3.901     0.093 3     -1.20350    1.01720  337.41600
 34770.750000 2047   22 18 28.42475  114 11 05.65754        2.316        0.000        0.000    -1.937     3.843     0.031 3     -1.16390    0.91560  334.85080
 34770.850000 2047   22 18 28.43733  114 11 05.65049        2.319        0.000        0.000    -2.139     3.799     0.025 3     -1.12200    0.97270  332.33180
 34770.950000 2047   22 18 28.44978  114 11 05.64271        2.320        0.000        0.000    -2.352     3.783     0.009 3     -1.16400    1.04940  329.83520
 34771.050000 2047   22 18 28.46227  114 11 05.63434        2.321        0.000        0.000    -2.500     3.799     0.019 3     -0.98100    1.01090  327.38730
 34771.150000 2047   22 18 28.47460  114 11 05.62517        2.321        0.000        0.000    -2.752     3.746    -0.017 3     -0.86490    0.96290  324.99730
 34771.250000 2047   22 18 28.48675  114 11 05.61518        2.320        0.000        0.000    -2.980     3.708     0.004 3     -0.83180    0.86380  322.71090
 34771.350000 2047   22 18 28.49876  114 11 05.60436        2.323        0.000        0.000    -3.216     3.655     0.067 3     -0.95400    0.65110  320.49090
 34771.450000 2047   22 18 28.51057  114 11 05.59284        2.328        0.000        0.000    -3.376     3.577     0.026 3     -1.14300    0.46350  318.44790
 34771.550000 2047   22 18 28.52221  114 11 05.58092        2.329        0.000        0.000    -3.446     3.588    -0.011 3     -1.22430    0.57470  316.56600
 34771.650000 2047   22 18 28.53405  114 11 05.56864        2.328        0.000        0.000    -3.600     3.634    -0.009 3     -0.94350    0.59980  314.92100
 34771.750000 2047   22 18 28.54588  114 11 05.55578        2.327        0.000        0.000    -3.749     3.619     0.000 3     -0.78480    0.58100  313.55500
 34771.850000 2047   22 18 28.55757  114 11 05.54237        2.325        0.000        0.000    -3.930     3.545    -0.021 3     -0.72930    0.63450  312.37320
 34771.950000 2047   22 18 28.56914  114 11 05.52837        2.324        0.000        0.000    -4.079     3.572     0.007 3     -0.91980    0.69750  311.36540
 34772.050000 2047   22 18 28.58079  114 11 05.51390        2.324        0.000        0.000    -4.189     3.614     0.013 3     -1.05640    0.67030  310.59770
 34772.150000 2047   22 18 28.59261  114 11 05.49924        2.324        0.000        0.000    -4.217     3.673    -0.003 3     -0.96820    0.66490  309.98350
 34772.250000 2047   22 18 28.60460  114 11 05.48439        2.326        0.000        0.000    -4.291     3.715     0.020 3     -0.76100    0.74990  309.45440
 34772.350000 2047   22 18 28.61668  114 11 05.46920        2.329        0.000        0.000    -4.387     3.722     0.025 3     -0.54130    0.80010  308.99340
 34772.450000 2047   22 18 28.62878  114 11 05.45363        2.329        0.000        0.000    -4.536     3.715    -0.014 3     -0.37880    0.86710  308.54880
 34772.550000 2047   22 18 28.64085  114 11 05.43757        2.328        0.000        0.000    -4.657     3.695     0.001 3     -0.40390    0.84330  308.02980
 34772.650000 2047   22 18 28.65296  114 11 05.42105        2.330        0.000        0.000    -4.774     3.743     0.036 3     -0.43660    0.65570  307.44950
 34772.750000 2047   22 18 28.66515  114 11 05.40419        2.334        0.000        0.000    -4.847     3.755     0.019 3     -0.42330    0.45460  306.87640
 34772.850000 2047   22 18 28.67739  114 11 05.38711        2.335        0.000        0.000    -4.921     3.759    -0.016 3     -0.29020    0.37170  306.30680
 34772.950000 2047   22 18 28.68953  114 11 05.36967        2.332        0.000        0.000    -5.080     3.742    -0.005 3     -0.29690    0.42160  305.74780
 34773.050000 2047   22 18 28.70161  114 11 05.35184        2.330        0.000        0.000    -5.153     3.728    -0.012 3     -0.31280    0.46560  305.25480
 34773.150000 2047   22 18 28.71369  114 11 05.33365        2.328        0.000        0.000    -5.249     3.741    -0.025 3     -0.38830    0.49860  304.79890
 34773.250000 2047   22 18 28.72580  114 11 05.31511        2.327        0.000        0.000    -5.329     3.743    -0.004 3     -0.47990    0.54360  304.42690
 34773.350000 2047   22 18 28.73797  114 11 05.29635        2.327        0.000        0.000    -5.396     3.776    -0.003 3     -0.51270    0.71180  304.10380
 34773.450000 2047   22 18 28.75028  114 11 05.27734        2.328        0.000        0.000    -5.482     3.824     0.019 3     -0.44970    0.85340  303.76390
 34773.550000 2047   22 18 28.76266  114 11 05.25800        2.330        0.000        0.000    -5.580     3.815     0.005 3     -0.39780    0.96210  303.40340
 34773.650000 2047   22 18 28.77504  114 11 05.23828        2.332        0.000        0.000    -5.696     3.842     0.049 3     -0.41130    1.02670  303.08050
 34773.750000 2047   22 18 28.78747  114 11 05.21820        2.339        0.000        0.000    -5.787     3.843     0.057 3     -0.41750    0.97280  302.75040
 34773.850000 2047   22 18 28.79991  114 11 05.19783        2.345        0.000        0.000    -5.870     3.851     0.051 3     -0.48000    0.96190  302.43530
 34773.950000 2047   22 18 28.81241  114 11 05.17716        2.349        0.000        0.000    -5.945     3.873     0.032 3     -0.52190    0.91720  302.17210
 34774.050000 2047   22 18 28.82501  114 11 05.15622        2.352        0.000        0.000    -6.020     3.901     0.033 3     -0.50690    0.84690  301.90050
 34774.150000 2047   22 18 28.83775  114 11 05.13489        2.357        0.000        0.000    -6.091     3.911     0.049 3     -0.48940    0.75390  301.66360
 34774.250000 2047   22 18 28.85048  114 11 05.11334        2.360        0.000        0.000    -6.143     3.893     0.030 3     -0.49990    0.71400  301.44020
 34774.350000 2047   22 18 28.86319  114 11 05.09162        2.362        0.000        0.000    -6.186     3.905     0.026 3     -0.54380    0.81380  301.22080
 34774.450000 2047   22 18 28.87596  114 11 05.06969        2.364        0.000        0.000    -6.275     3.924     0.027 3     -0.56620    0.91380  301.07020
 34774.550000 2047   22 18 28.88879  114 11 05.04749        2.368        0.000        0.000    -6.341     3.946     0.043 3     -0.61670    0.92300  300.93740
 34774.650000 2047   22 18 28.90169  114 11 05.02511        2.372        0.000        0.000    -6.386     3.973     0.037 3     -0.63230    0.93450  300.79760
 34774.750000 2047   22 18 28.91468  114 11 05.00254        2.378        0.000        0.000    -6.442     3.987     0.066 3     -0.60340    0.88870  300.66820
 34774.850000 2047   22 18 28.92769  114 11 04.97976        2.382        0.000        0.000    -6.501     3.993     0.039 3     -0.63950    0.87020  300.54120
 34774.950000 2047   22 18 28.94078  114 11 04.95678        2.386        0.000        0.000    -6.549     4.032     0.035 3     -0.60250    0.82450  300.43060
 34775.050000 2047   22 18 28.95391  114 11 04.93364        2.391        0.000        0.000    -6.607     4.041     0.058 3     -0.62330    0.76640  300.30390
 34775.150000 2047   22 18 28.96702  114 11 04.91059        2.394        0.000        0.000    -6.665     4.030     0.002 3     -0.66000    0.72770  300.19210
 34775.250000 2047   22 18 28.98019  114 11 04.88741        2.397        0.000        0.000    -6.701     4.061     0.044 3     -0.67380    0.76020  300.06580
 34775.350000 2047   22 18 28.99335  114 11 04.86403        2.400        0.000        0.000    -6.765     4.046     0.023 3     -0.74990    0.77120  299.93690
 34775.450000 2047   22 18 29.00659  114 11 04.84048        2.403        0.000        0.000    -6.806     4.094     0.038 3     -0.75160    0.74220  299.82530
 34775.550000 2047   22 18 29.01985  114 11 04.81677        2.406        0.000        0.000    -6.865     4.068     0.024 3     -0.79470    0.70500  299.70270
 34775.650000 2047   22 18 29.03312  114 11 04.79288        2.409        0.000        0.000    -6.907     4.097     0.047 3     -0.84310    0.66600  299.61020
 34775.750000 2047   22 18 29.04644  114 11 04.76883        2.412        0.000        0.000    -6.950     4.095     0.003 3     -0.88800    0.65140  299.49160
 34775.850000 2047   22 18 29.05978  114 11 04.74465        2.413        0.000        0.000    -6.983     4.113     0.024 3     -0.93220    0.63450  299.38150
 34775.950000 2047   22 18 29.07317  114 11 04.72032        2.415        0.000        0.000    -7.024     4.129     0.018 3     -0.94760    0.62850  299.28320
 34776.050000 2047   22 18 29.08659  114 11 04.69587        2.417        0.000        0.000    -7.058     4.116     0.019 3     -0.95640    0.64640  299.19250
 34776.150000 2047   22 18 29.10003  114 11 04.67128        2.419        0.000        0.000    -7.093     4.136     0.030 3     -0.97790    0.63150  299.11160
 34776.250000 2047   22 18 29.11348  114 11 04.64655        2.421        0.000        0.000    -7.135     4.135     0.018 3     -1.02400    0.63380  299.01120
 34776.350000 2047   22 18 29.12699  114 11 04.62169        2.422        0.000        0.000    -7.182     4.166     0.014 3     -1.00450    0.57130  298.92770
 34776.450000 2047   22 18 29.14048  114 11 04.59654        2.423        0.000        0.000    -7.274     4.124     0.009 3     -1.14290    0.31650  298.83750
 34776.550000 2047   22 18 29.15398  114 11 04.57138        2.422        0.000        0.000    -7.189     4.173     0.011 3     -1.23440    0.18660  298.74770
 34776.650000 2047   22 18 29.16757  114 11 04.54645        2.424        0.000        0.000    -7.178     4.172     0.015 3     -1.02050    0.45430  298.65670
 34776.750000 2047   22 18 29.18102  114 11 04.52146        2.421        0.000        0.000    -7.242     4.096    -0.061 3     -0.99550    0.85030  298.61240
 34776.850000 2047   22 18 29.19449  114 11 04.49615        2.420        0.000        0.000    -7.337     4.224     0.053 3     -1.11520    1.06360  298.57180
 34776.950000 2047   22 18 29.20819  114 11 04.47055        2.431        0.000        0.000    -7.370     4.222     0.156 3     -1.07920    0.73710  298.47200
 34777.050000 2047   22 18 29.22187  114 11 04.44487        2.437        0.000        0.000    -7.372     4.200     0.004 3     -1.09620    0.48910  298.46310
 34777.150000 2047   22 18 29.23546  114 11 04.41908        2.439        0.000        0.000    -7.368     4.181     0.025 3     -1.26280    0.49160  298.56640
 34777.250000 2047   22 18 29.24917  114 11 04.39330        2.438        0.000        0.000    -7.370     4.251    -0.015 3     -1.31350    0.55880  298.74080
 34777.350000 2047   22 18 29.26316  114 11 04.36757        2.439        0.000        0.000    -7.347     4.341     0.024 3     -1.18960    0.62280  298.87830
 34777.450000 2047   22 18 29.27725  114 11 04.34180        2.442        0.000        0.000    -7.379     4.342     0.034 3     -1.09570    0.67490  299.00270
 34777.550000 2047   22 18 29.29143  114 11 04.31602        2.446        0.000        0.000    -7.347     4.378     0.053 3     -0.92260    0.75560  299.13950
 34777.650000 2047   22 18 29.30564  114 11 04.29007        2.449        0.000        0.000    -7.459     4.402     0.027 3     -0.99080    0.75880  299.22670
 34777.750000 2047   22 18 29.31994  114 11 04.26408        2.453        0.000        0.000    -7.466     4.467     0.039 3     -0.95320    0.75630  299.33170
 34777.850000 2047   22 18 29.33454  114 11 04.23823        2.459        0.000        0.000    -7.375     4.509     0.063 3     -0.57440    0.70570  299.43610
 34777.950000 2047   22 18 29.34898  114 11 04.21245        2.465        0.000        0.000    -7.425     4.395     0.080 3     -0.48650    1.01360  299.56970
 34778.050000 2047   22 18 29.36324  114 11 04.18633        2.470        0.000        0.000    -7.467     4.419    -0.017 3     -0.79120    1.18800  299.72800
 34778.150000 2047   22 18 29.37791  114 11 04.16012        2.478        0.000        0.000    -7.523     4.599     0.110 3     -0.81630    0.99400  299.78400
 34778.250000 2047   22 18 29.39294  114 11 04.13380        2.489        0.000        0.000    -7.541     4.600     0.105 3     -0.61650    0.46980  299.86210
 34778.350000 2047   22 18 29.40774  114 11 04.10735        2.491        0.000        0.000    -7.598     4.498    -0.023 3     -0.82580    0.16270  300.02580
 34778.450000 2047   22 18 29.42241  114 11 04.08091        2.488        0.000        0.000    -7.559     4.508    -0.047 3     -1.16260    0.12200  300.15770
 34778.550000 2047   22 18 29.43719  114 11 04.05460        2.481        0.000        0.000    -7.506     4.586    -0.064 3     -1.43760    0.29140  300.21390
 34778.650000 2047   22 18 29.45215  114 11 04.02837        2.478        0.000        0.000    -7.547     4.619     0.008 3     -1.47220    0.62360  300.32710
 34778.750000 2047   22 18 29.46725  114 11 04.00203        2.479        0.000        0.000    -7.567     4.657     0.005 3     -1.56980    0.76130  300.50780
 34778.850000 2047   22 18 29.48248  114 11 03.97554        2.483        0.000        0.000    -7.617     4.737     0.083 3     -1.69890    0.75660  300.73050
 34778.950000 2047   22 18 29.49803  114 11 03.94903        2.488        0.000        0.000    -7.577     4.827     0.057 3     -1.68300    0.59820  300.93180
 34779.050000 2047   22 18 29.51381  114 11 03.92260        2.492        0.000        0.000    -7.574     4.896     0.030 3     -1.49370    0.48790  301.13300
 34779.150000 2047   22 18 29.52965  114 11 03.89619        2.492        0.000        0.000    -7.594     4.884    -0.043 3     -1.33930    0.44940  301.32550
 34779.250000 2047   22 18 29.54541  114 11 03.86968        2.493        0.000        0.000    -7.605     4.883     0.049 3     -1.38420    0.41490  301.49100
 34779.350000 2047   22 18 29.56121  114 11 03.84321        2.493        0.000        0.000    -7.581     4.897    -0.036 3     -1.45560    0.57350  301.58880
 34779.450000 2047   22 18 29.57721  114 11 03.81674        2.495        0.000        0.000    -7.590     4.926     0.020 3     -1.40180    0.74140  301.68540
 34779.550000 2047   22 18 29.59325  114 11 03.79017        2.499        0.000        0.000    -7.667     4.980     0.101 3     -1.38700    0.84670  301.80570
 34779.650000 2047   22 18 29.60933  114 11 03.76350        2.506        0.000        0.000    -7.633     4.983     0.043 3     -1.46020    0.86640  301.86980
 34779.750000 2047   22 18 29.62542  114 11 03.73684        2.514        0.000        0.000    -7.624     4.914     0.098 3     -1.57880    0.98010  301.89730
 34779.850000 2047   22 18 29.64156  114 11 03.71004        2.522        0.000        0.000    -7.707     4.953     0.063 3     -1.72310    1.11600  301.92100
